,RecipeName,Ingredients,Diet,URL
52,Dalia Pakora Recipe - Dalia Pakora Recipe,"1 cup Broken Wheat (Dalia/ Godumai Rava),Salt - to taste,1/2 teaspoon Sunflower Oil,1/3 cup Gram flour (besan),1 Onion - finely chopped,1/4 cup Coriander (Dhania) Leaves - finely chopped,1 Green Chilli - finely chopped,Salt - to taste,1/2 teaspoon Turmeric powder (Haldi),1/2 teaspoon Cumin seeds (Jeera),1/2 teaspoon Ajwain (Carom seeds),1 tablespoon Sunflower Oil,Water - as required to make a thick pakora batter,1 teaspoon Enos fruit salt,Sunflower Oil - as required to fry the pakoras",Vegetarian,https://www.archanaskitchen.com/dalia-pakora-recipe-broken-wheat-pakora-in-hindi
53,Paneer Tikka Saddle Roll Recipe,"2 cups Whole Wheat Flour,Salt - to taste,Ghee - for cooking,1 tablespoon Ghee - for cooking,200 grams Paneer (Homemade Cottage Cheese) - thinly sliced,1/4 cup Hung Curd (Greek Yogurt),1 tablespoon Gram flour (besan),1 inch Ginger - finely chopped,4 cloves Garlic - finely chopped,1 tablespoon Kasuri Methi (Dried Fenugreek Leaves),1/2 teaspoon Turmeric powder (Haldi),1 teaspoon Chaat Masala Powder,1 teaspoon Garam masala powder,1/4 cup Mint Leaves (Pudina) - finely chopped,Salt - to taste,1 Coal - for giving a smoked flavour,1/4 cup Mint Leaves (Pudina) - chopped,1 Green Bell Pepper (Capsicum) - thinly sliced,2 Onion - thinly sliced,1/2 Lemon - juice extracted,Salt - to taste",Vegetarian,https://www.archanaskitchen.com/paneer-tikka-kathi-roll-recipe
54,Pan Fried Rice Balls Filled With Cheese Recipe,"2 tablespoon Extra Virgin Olive Oil,2 tablespoon Butter (unsalted),1 Onion - finely chopped,2 cups Jasmine Rice,1 teaspoon Salt,1 cup Sweet corn,1/4 cup Parsley leaves - finely chopped,1 cup Parmesan cheese - grated,1 cup Mozzarella cheese - cut into small cubes,1 cup All Purpose Flour (Maida),3 Whole Eggs - beaten with a fork,1 cup Whole Wheat Bread crumbs,Sunflower Oil - for deep frying",Vegetarian,http://www.archanaskitchen.com/pan-fried-rice-balls-filled-with-cheese-recipe
55,Spicy Seafood Stew Casserole With Tomatoes And Lime Recipe,"250 grams Fish fillet - basa,250 grams Prawns,15 Clamps,5 Baby Potatoes,2 Carrots (Gajjar),1 Onion,1 Tomato,2 Fresh Red chillies,5 cloves Garlic,1 teaspoon Cumin powder (Jeera),2 teaspoon Paprika powder,Salt - to taste,1 tablespoon Lemon juice,1 teaspoon Black pepper powder,4 tablespoon Coriander (Dhania) Leaves,1 tablespoon Extra Virgin Olive Oil,1 cup Chicken stock,1/4 cup Coconut milk",Non Vegeterian,https://www.archanaskitchen.com/spicy-seafood-stew-casserole-with-tomatoes-and-lime-recipe
56,Spicy Chilli Garlic Noodles Recipe,"500 grams Hakka Noodles,Water - as required,1/2 teaspoon Salt,1 tablespoon Sunflower Oil,Sunflower Oil - as required,1 Onion - thinly sliced,1 Green Bell Pepper (Capsicum) - thinly sliced,15 cloves Garlic - crushed,1 teaspoon Soy sauce,1 tablespoon Red Chilli sauce,1/2 teaspoon White vinegar,1 tablespoon Tomato Ketchup,3 Dry Red Chillies - crushed (chilli flakes),Salt - as required,1/2 teaspoon Black pepper powder",Vegetarian,http://www.archanaskitchen.com/spicy-chilli-garlic-noodles-recipe
57,Chanar Dal Recipe - Bengali Steel Paneer & Potato Gravy,"200 grams Paneer (Homemade Cottage Cheese) - cut into cubes,2 Potato (Aloo) - peeled and cut into cubes,2 Bay leaf (tej patta),2 Dry Red Chilli,1 tablespoon Panch Phoran Masala - roasted and powdered,1 Tomato - big sized,1 teaspoon Turmeric powder (Haldi),1 teaspoon Red Chilli powder,1 teaspoon Cumin seeds (Jeera) - roasted and powdered,1 teaspoon Ginger - grated,Salt - to taste,1/2 teaspoon Sugar,Sunflower Oil - as required",Vegetarian,https://www.archanaskitchen.com/chanar-dalna-recipe-bengali-style-paneer-potato-gravy
58,Cheesy Garlic Broccoli Nuggets Recipe,"1-1/2 cups Broccoli - florets,1/2 cup Mozzarella cheese,1 tablespoon Nutralite Cheesy Garlic Mayo,2 tablespoons Corn flour,1/4 cup Whole Wheat Bread crumbs,Salt - to taste,Nutralite Garlic & Oregano Spread - for pan roasting",Eggetarian,https://www.archanaskitchen.com/broccoli-nuggets-recipe
59,Bengali radish potato vegetable recipe,"3 Mooli/ Mullangi (Radish) - cut into small piece,2 Potato (Aloo) - cut into small piece,1 Onion - chopped,1 Green Chilli - chopped,3 tablespoons Kasundi mustard sauce,1 teaspoon Red Chilli powder,1/2 teaspoon Turmeric powder (Haldi),1/2 teaspoon Mustard seeds,1/2 teaspoon Cumin seeds (Jeera),1/2 teaspoon Kalonji (Onion Nigella Seeds),1 tablespoon Mustard oil - adjustable,1/2 teaspoon Sugar,Salt - to taste",Vegetarian,https://www.archanaskitchen.com/bengali-mooli-aloo-ki-sabzi-in-mustard-gravy-recipe
60,Beetroot Sambar Recipe,"1 chakundar - peel and chop, 1 cup arhar dal, 1-1 / 2 cup tamarind water, 1 tablespoon sambar powder, 1 teaspoon mustard, asafoetida - a pinch, 5 curry leaves - chopped, 1 dry red chili, 1 teaspoon sesame oil, 4 sprig coriander - chopped (for garnish), salt - as per taste",High Protein Vegetarian,http://www.archanaskitchen.com/beetroot-sambar-recipe-in-hindi
61,Kaddu Palak Roti Recipe (Pumpkin Spinach Flat Bread),"1 cup Whole Wheat Flour,1 cup Spinach - chopped,1 cup Kaddu (Parangikai/ Pumpkin) - grated (red one preferably),1 teaspoon Red Chilli powder,1/2 teaspoon Turmeric powder (Haldi),1/2 teaspoon Coriander Powder (Dhania),1/2 teaspoon Cumin seeds (Jeera),1/4 teaspoon Salt,Water - as required for dough,Sunflower Oil - as required for rotis",High Protein Vegetarian,http://www.archanaskitchen.com/kaddu-palak-roti-recipe-pumpkin-spinach-flat-bread
62,Iranian Baida Curry Recipe,"4 Whole Egg,1 Onion - chopped,1 tablespoon Jaggery,Salt - to taste,Sunflower Oil,1 sprig Coriander (Dhania) Leaves,1/4 cup Fresh coconut - grated,2 tablespoon Coriander (Dhania) Seeds,3 Dry Red Chilli,1 tablespoon Sesame seeds (Til seeds),1 tablespoon Poppy seeds,1 inch Ginger - chopped,5 cloves Garlic - chopped,8 Badam (Almond)",Eggetarian,https://www.archanaskitchen.com/iranian-baida-curry-recipe
63,Vegan Chickpea Omelette Recipe (Spiced Chickpea Flour Pancakes),"1 cup Gram flour (besan),1/2 cup Coconut milk,3/4 cup Water,1 inch Ginger - grated,2 cloves Garlic - grated,1/2 teaspoon Ajwain (Carom seeds),1/4 teaspoon Asafoetida (hing),1/4 teaspoon Turmeric powder (Haldi),1/4 teaspoon Baking soda,2-3 Green Chillies - finely chopped,1 Onion - finely chopped,1 Tomato - finely chopped,Coriander (Dhania) Leaves - A handful finely chopped,Salt - to taste,Sunflower Oil - for cooking",High Protein Vegetarian,http://www.archanaskitchen.com/vegan-chickpea-omelette-recipe-spiced-chickpea-flour-pancakes
64,Peanut Pudding Recipe - Salt Pudding / Firm Mod Modak,"1 cup Rice flour,1 cup Water,1 teaspoon Sunflower Oil,1/4 teaspoon Salt,1 cups White Urad Dal (Whole) - soaked for 4 hours,2 Green Chillies - chopped,1 inch Ginger - chopped,1/4 teaspoon Asafoetida (hing),Salt - to taste,1 teaspoon Sesame (Gingelly) Oil,1 teaspoon Mustard seeds,1 sprig Curry leaves - finely chopped",Vegetarian,https://www.archanaskitchen.com/ulundu-kozhukattai-recipe-uppu-kozhukattai-urad-dal-modak
65,Singapore Style Chicken Layered Fried Rice Recipe,"300 grams Boneless chicken - cut into 1/2 inch cubed,2 Spring Onion Greens - finely chopped,2 Green Chillies - chopped,1 teaspoon Garlic - minced,1 tablespoons Soy sauce,1 tablespoon Lemon juice,1 teaspoon Black pepper powder,1/2 teaspoon Red Chilli powder,1/2 teaspoon Cumin powder (Jeera),1 tablespoon Red Chilli sauce,1 tablespoon Sweet and Spicy Red Chilli Sauce (Tomato Chilli Sauce),Salt - to taste,1 tablespoon Red Chilli sauce,3 teaspoons Sunflower Oil,2 cups Rice - soaked for 10 minutes,1 tablespoons Garlic - crushed,1 tablespoons Ginger - crushed,2 Green Chillies - slit and roasted,1 Green Bell Pepper (Capsicum) - sliced,1 Spring Onion (Bulb & Greens) - chopped,1 Onions - cubed,1 Carrots (Gajjar) - cubed,Salt - to taste,1 teaspoon Chinese 5 Spice Powder,1 teaspoon White pepper powder,3 teaspoons Sunflower Oil,250 grams Egg noodles - boiled and tossed in a teaspoon oil,1/2 cup Classic Mayonnaise (With Egg),2 tablespoons Tomato Ketchup,2 tablespoons Red Chilli sauce,1 tablespoon Vinegar",Vegetarian,http://www.archanaskitchen.com/singapore-style-chicken-layered-fried-rice-recipe
66,Tofu Pulao Recipe,"1 cup rice, 2 tablespoons ghee, 1 teaspoon cumin seeds, 1 bay leaf, 1 lentil sugar, 3 long, 2 green chillies - chopped, 1 tablespoon ginger garlic paste, 2 onions - chopped, 2 tomatoes - chopped Take, 1/2 capsicum (green) - red or yellow, 1/2 teaspoon red chilli powder, 1/2 teaspoon turmeric powder, 1 teaspoon coriander powder, 1/2 teaspoon garam masala powder, 1 cup tofu - cut, salt - according to taste, coriander - to garnish",Vegetarian,https://www.archanaskitchen.com/tofu-pulao-recipe-in-hindi
67,Masala Sandwich Recipe With Rocket Leaves,"100 grams Paneer (Homemade Cottage Cheese),2 Potatoes (Aloo) - boiled and mashed,1 Onion - julienned,1 inch Ginger - grated,2 cloves Garlic - grated,2 Green Bell Pepper (Capsicum) - julienned,3 Tomatoes - finely chopped,Pav bhaji masala - to taste,Salt - to taste,2 tablespoons Coriander (Dhania) Leaves - finely chopped,French bread - or rye bread to make sandwiches,Rocket leaves - or salad leaves for the sandwich",Vegetarian,http://www.archanaskitchen.com/masala-sandwich-recipe-with-rocket-leaves
68,Tomato Relish Recipe,"2 cups Tomatoes - chopped,1/2 Onion - finely chopped,1/2 cup Red Wine Vinaigrette,1/2 Dried oregano,2 cloves Garlic - minced,1/2 Black pepper powder,1/2 Dijon Mustard,3 tablespoon Cane sugar,2 to 3 tablespoons Extra Virgin Olive Oil,Salt - to taste",Vegetarian,http://www.archanaskitchen.com/tomato-relish-recipe
69,Dubuk Vade Recipe - Khandeshi Gram Flour Dumpling Curry,"2 Onions - finely chopped,4 cloves Garlic - chopped,1/4 cup Fresh coconut - grated,1/2 cup Coriander (Dhania) Leaves - chopped,1 teaspoon Cumin seeds (Jeera),1 tablespoon Red Chilli powder,1/2 teaspoon Turmeric powder (Haldi),3 tablespoon Garam masala powder,Salt - to taste,1/2 cup Gram flour (besan),1 teaspoon Red Chilli powder,1/2 teaspoon Turmeric powder (Haldi),1 teaspoon Salt - to taste",Vegetarian,http://www.archanaskitchen.com/dubuk-vade-recipe-khandeshi-gram-flour-dumpling-curry
70,Radish Soup Recipe,"8 Mooli/ Mullangi (Radish) - purple one,2 cups Water,1/4 teaspoon Garam masala powder,1/2 teaspoon Salt,1/2 teaspoon Black pepper powder,Mooli/ Mullangi (Radish) - slices,Coriander (Dhania) Leaves - as required for garnish (chopped)",Vegetarian,https://www.archanaskitchen.com/radish-soup-recipe
71,Mango Donut Cake Recipe With Chocolate Glaze,"1-1/2 cups Vivatta Maida,3/4 cup Mango Pulp (Puree),1-1/2 teaspoons Baking powder,1/4 teaspoon Baking soda,1/4 cup Sunflower Oil,1/4 cup Sugar,1/4 teaspoon Salt,1 teaspoon Vanilla Extract,150 grams Dark chocolate - chopped,1/4 cup Fresh cream,2 tablespoons Cocoa Powder,3 Sugar - powdered",Vegetarian,http://www.archanaskitchen.com/mango-donut-cake-with-chocolate-glaze-recipe
72,Matar Paneer Kachori Korma Recipe - Green Peas And Paneer Kachori Curry,"1 cup All Purpose Flour (Maida),2 tablespoons Sunflower Oil,1/2 teaspoons Ajwain (Carom seeds),Salt - to taste,Sunflower Oil - as required for frying,1 cup Green peas (Matar),1 cup Paneer (Homemade Cottage Cheese) - crumbled,1 teaspoon Coriander Powder (Dhania),1 teaspoon Red Chilli powder,1 teaspoon Amchur (Dry Mango Powder),1/2 teaspoon Turmeric powder (Haldi),2 teaspoons Sunflower Oil,Salt and Pepper - to taste,1 cup Onion - chopped,1 cup Homemade tomato puree,1 teaspoon Ginger Garlic Paste,12 Whole cashews,1/2 cup Curd (Dahi / Yogurt),2 Cloves (Laung),1 Mace (Javitri),2 Cardamom (Elaichi) Pods/Seeds,1 inch Cinnamon Stick (Dalchini),1/2 teaspoon Cumin seeds (Jeera),1/2 teaspoon Garam masala powder,1 teaspoon Red Chilli powder,1/2 teaspoon Turmeric powder (Haldi),1 teaspoon Coriander Powder (Dhania),1/2 teaspoon Kasuri Methi (Dried Fenugreek Leaves),1/2 teaspoon Sugar,Salt - to taste,Coriander (Dhania) Leaves - as required,Fresh cream - as required for garnishing,2 tablespoons Sunflower Oil",Vegetarian,http://www.archanaskitchen.com/matar-paneer-kachori-korma-recipe-green-peas-and-paneer-kachori-curry
73,Zucchini Roll Up Lasagne Recipe,"3 Green zucchini - thinly sliced,Salt - to taste,Extra Virgin Olive Oil - for cooking,1/2 cup Mozzarella cheese - grated,1-1/2 Green zucchini - finely chopped,1 Red Bell pepper (Capsicum) - finely chopped,1 Onion - finely  chopped,4 cloves Garlic - finely diced,1 teaspoon Dried Thyme Leaves,1 teaspoon Rosemary,1 teaspoon Red Chilli flakes,Salt - to taste,500 grams Tomatoes,1 Onion - finely chopped,8 cloves Garlic - finely chopped,2 teaspoons Black pepper corns - crushed,2 teaspoon Red Chilli flakes,1 teaspoon Sugar,1/4 cup Basil leaves - chopped,Salt - to taste",Vegetarian,http://www.archanaskitchen.com/zucchini-roll-up-lasagne-recipe
74,Thengai Sadam Recipe (A Quick and Healthy Coconut Rice),"1 cup Fresh coconut - grated,2-1/2 cups Cooked rice,1 teaspoon Mustard seeds,2 teaspoons White Urad Dal (Split),2 teaspoons Chana dal (Bengal Gram Dal),1 Raw Peanuts (Moongphali) - fistful,1 sprig Curry leaves,3 or 4 Green Chillies - finely chopped,1 teaspoon Ginger - grated,1 + 1 tablespoon Coconut Oil,Salt - to taste",Vegetarian,https://www.archanaskitchen.com/south-indian-thengai-sadam-recipe-a-quick-and-healthy-coconut-rice
75,Karwar Style Ambade Udid Methi Recipe - Hog Plum Curry,"5 Hog Plum (Amtekai) - (Ambade),3/4 cup Fresh coconut - grated,1/4 teaspoon Turmeric powder (Haldi),1 tablespoon Coriander (Dhania) Seeds,1 teaspoon Black Urad Dal (Split),1 teaspoon Rice - (raw rice),1/4 teaspoon Methi Seeds (Fenugreek Seeds),6 Whole Black Peppercorns,4 Dry Red Chilli,2 tablespoons Jaggery,1 pinch Asafoetida (hing),1 Karela (Bitter Gourd/ Pavakkai) - (Small),Salt - to taste,2 teaspoons Sunflower Oil,2 teaspoons Sunflower Oil,1/2 teaspoon Mustard seeds,1 pinch Asafoetida (hing)",Vegetarian,http://www.archanaskitchen.com/ambade-udid-methi-recipe-karwar-style-hog-plum-curry
76,Roasted Cauliflower Recipe,"2 cups Cauliflower (gobi),4 Garlic - sliced,2 teaspoon Cumin seeds (Jeera) - roasted and crushed,1 teaspoon Coriander Powder (Dhania),2 teaspoon Black pepper powder - or red chilli powder,3 tablespoon Extra Virgin Olive Oil,1/4 cup Anardana Powder (Pomegranate Seed Powder),2 tablespoons Pomegranate molasses - orhoney (optional but recommended),Fresh Herbs - Handful of herbs of choice like basil,Salt - to taste",Vegetarian,http://www.archanaskitchen.com/roasted-cauliflower-recipe
77,Pain Viennois | Vienna Bread Recipe,"325 ml Lukewarm Water,14 grams Active dry yeast,2 tablespoons Sugar,30 grams Milk Powder,500 grams Vivatta Maida - or half of bread flour,1 tablespoon Salt - or to taste,3 tablespoons Butter (unsalted),Egg white - for brushing (or milk)",Eggetarian,https://www.archanaskitchen.com/pain-viennois-vienna-bread-recipe
78,Crunchy Ginger Capsicum Rice Recipe,"2 cups Basmati rice - cooked,1 Yellow Bell Pepper (Capsicum),1 Red Bell pepper (Capsicum),1 Green Bell Pepper (Capsicum),2 Green Chillies - finely chopped,2 inch Ginger - grated,2 teaspoon Butter,2 teaspoon Sesame seeds (Til seeds) - mixed black and white,Salt - to taste",Vegetarian,http://www.archanaskitchen.com/crunchy-ginger-capsicum-rice-recipe
79,Bengali Chirer Payesh / Poha Pudding Recipe With Nolen Gur,"1/2 cup Poha (Flattened rice),2 tablespoons Rice flour,2 1/2 liter Milk,1 cup Nolen Gur - or brown sugar,2 Cardamom (Elaichi) Pods/Seeds,8-10 Mixed nuts - almonds/cashews,1 tablespoon Raisins,1 pinch Saffron strands - and a little more for garnish,pinch Salt",Vegetarian,https://www.archanaskitchen.com/bengali-chirer-payesh-poha-pudding-recipe-with-nolen-gur
80,Makhan Recipe (Homemade Butter),"2 cups Fresh cream,1 cup Water",Vegetarian,http://www.archanaskitchen.com/makhan-recipe-homemade-butter
81,Shanghai Style Chap Nian Gao Recipes (Stir Fried Rice Cakes Recipes),"1 cup Rice flour,Salt - to taste,Sunflower Oil - for cooking,1 Bok Choy - sliced,1 Carrot (Gajjar) - thinly sliced,1/2 cup Cabbage (Patta Gobi/ Muttaikose),1/2 cup Button mushrooms - quartered,2 tablespoons Corn flour,1 tablespoon Dark soy sauce,1 tablespoon Bean Paste,1 teaspoon Red Chilli sauce,1 teaspoon Sugar,Sunflower Oil - for cooking,Salt - to taste",Vegetarian,http://www.archanaskitchen.com/shanghai-style-chap-nian-gao-recipes-stir-fried-rice-cakes-recipes
82,White Pumpkin Mor Kuzhambu Recipe - Kerala Style White Pumpkin Curry,"1-1/2 cups Curd (Dahi / Yogurt) - thick,1/2 cup Fresh coconut,1 cup Vellai Poosanikai (Ash gourd/White Pumpkin) - cubed,4 Green Chillies,1/4 teaspoon Black pepper powder,1/3 cup Water,1/4 teaspoon Turmeric powder (Haldi),Salt - as per your taste,1 teaspoon Coconut Oil,1/4 teaspoon Mustard seeds,1/4 teaspoon Methi Seeds (Fenugreek Seeds),1 sprig Curry leaves,1 Dry Red Chilli",Vegetarian,http://www.archanaskitchen.com/white-pumpkin-mor-kuzhambu-recipe-kerala-style-white-pumpkin-gravy
83,Paneer and Green Peas Paratha Recipe - Paneer and Green Peas Paratha Recipe,"1/2 cup green peas - make paste, 1 cup cheese - crumble, cut 1 inch ginger - 1 green chili - chopped, 1 tsp turmeric powder, 2 tsp red chili powder, 1 tsp mango powder Powder, 1 tsp coriander powder, salt - according to taste, 1 cup wheat flour, salt - according to taste, oil - according to use, water - lukewarm",High Protein Vegetarian,http://www.archanaskitchen.com/paneer-and-green-peas-paratha-recipe-in-hindi
84,Elephant Yam Raita (Recipe In Hindi),"250 grams Elephant yam, 1/2 green chilli, 1 inch ginger, 3 tablespoons coriander - chopped, salt - as per taste, 1 cup curd, 1 teaspoon oil, asafetida - a pinch, 1-1 / 2 teaspoon Rye, 1-1 / 2 teaspoon Kali Urad Dal (Split)",Vegetarian,https://www.archanaskitchen.com/senai-pachadi-recipe-elephant-yam-raita-in-hindi
85,Drunken Noodles Recipe - Drunken Noodles Recipe,"200 grams rice noodles, 1/2 cup baby corn - cut, 1/4 cup capsicum (red) - cut, 1/4 cup capsicum (yellow) - cut, 1/4 cup capsicum (green) - cut, 1/4 cup Thai Basil leaves - cut, 1/3 cup green onions, 6 cloves garlic - finely chopped, 1 inch ginger - finely chopped, 1/2 tbsp brown sugar, 1/2 Tbsp honey, 1 tbsp soy sauce, 1 tbsp fish sauce, 1 tbsp Sriracha sauce",Vegetarian,https://www.archanaskitchen.com/drunken-noodles-recipe-pad-kee-mao-in-hindi
86,Chettinad Style Prawn Biryani Recipe,"200 grams Shrimps - or prawns,1-1/2 cups Basmati rice,4-5 Shallots,1 tablespoon Ginger - paste,1 tablespoon Garlic - paste,3 tablespoons Fresh coconut - grated,1 teaspoon Green Chilli - paste,1/2 cup Hung Curd (Greek Yogurt),2 sprig Curry leaves,1 cup Sunflower Oil,2 tablespoons Ghee,1 teaspoon Coriander Powder (Dhania),1 teaspoon Red Chilli powder,1/2 teaspoon Turmeric powder (Haldi),1 teaspoon Garam masala powder,5-6 Whole Black Peppercorns,4 Cardamom (Elaichi) Pods/Seeds,2 Black cardamom (Badi Elaichi),1 inch Cinnamon Stick (Dalchini),2 Bay leaves (tej patta),2-3 Dry Red Chilli,1/2 teaspoon Cumin seeds (Jeera)",Non Vegeterian,http://www.archanaskitchen.com/chettinad-style-prawn-biryani-recipe
87,Walnut and Flax Seed Trail Mix Recipe With Figs and Honey,"1 cup Walnuts,1 cup Dried Figs,1/3 cup Flax seeds,1/3 cup Honey,1/2 cup Roasted Peanuts (Moongphali),1 teaspoon Cinnamon Powder (Dalchini)",Vegetarian,https://www.archanaskitchen.com/walnut-and-flax-seed-trail-mix-recipe-with-figs-and-honey
88,Murgh Malaiwala Recipe - Chicken In Rich Creamy Gravy,"500 gram Chicken - cut into pieces,2 teaspoon Ginger - paste,1 teaspoon Garlic - paste,2 tablespoon Fresh cream,1 tablespoon Badam (Almond) - paste,1/2 teaspoon Lemon juice,1/4 teaspoon Black pepper powder,Salt - to taste,1 Onion - sliced,1/2 cup Fresh cream,1 cup Milk,2 Cardamom Powder (Elaichi),1 inch Cinnamon Stick (Dalchini),2 Bay leaf (tej patta),2 teaspoon Kasuri Methi (Dried Fenugreek Leaves),4 teaspoon Ghee",Non Vegeterian,http://www.archanaskitchen.com/murgh-malaiwala-recipe-chicken-in-rich-creamy-gravy
89,Paal Kesari Recipe - South Indian Style Milk Kesari,"1/2 cup Sooji (Semolina/ Rava),1/2 teaspoon Ghee - for roasting the rava,3 cups Milk,3/4 cup Sugar,5 Saffron strands - (lightly powdered using mortar and pestle),1 Cardamom (Elaichi) Pods/Seeds - crushed (optional),1 teaspoon Ghee,5 Cashew nuts,5 Raisins,1 Mixed dry fruits - chopped",Vegetarian,http://www.archanaskitchen.com/milk-kesari-recipe-south-indian-paal-kesari
90,Spicy Lemon Chicken Kebab Recipe,"1 Chicken breasts - cut into cubes,1 Red Bell pepper (Capsicum) - cut into squares,1 Onion - cut into chunks,1 Lemon juice,1 teaspoon Dried Thyme Leaves,1 teaspoon Red Chilli flakes,1 teaspoon Black pepper powder,2 tablespoon Extra Virgin Olive Oil,Salt - to taste",Non Vegeterian,http://www.archanaskitchen.com/spicy-lemon-chicken-kebab-recipe
